ind_id,tier_sample,tJX,tW
PT023396456,Trial2020,0.12564395015320395,0.06043431745005775
PT023480600,Trial2020,0.16900838785068273,0.07106918198947718
PT023802667,Trial2020,0.18471170344716906,0.09749023692488194
PT023805915,Trial2020,0.14124888949669323,0.08923193622836101
PT023974753,Trial2020,0.17588513327907696,0.05446143798695968
PT024513869,Trial2021,0.1412454270069343,0.06439517782992171
PT123621789,Trial2020,0.22414848254779401,0.03981551187643741
PT123769875,Trial2020,0.13307668115817792,0.06407272132053972
PT123799896,Trial2020,0.1199081074160091,0.08868322007364961
PT124148445,Trial2021,0.15026888662455518,0.04529971439313576
PT124515292,Trial2021,0.11176943694809183,0.07443914511180239
PT133012645,Trial2021,0.12854543515640937,0.08952962503767939
PT223476701,Trial2020,0.1954594575814219,0.04562298715378509
PT223767729,Trial2020,0.15976836444805,0.06059635475724005
PT223802666,Trial2020,0.15658783639797413,0.08678730777163675
PT224513004,Trial2021,0.11310401363044785,0.07952140638495991
PT224957247,Trial2021,0.1434138021368497,0.10196848438792964
PT323474933,Trial2020,0.15316143436980825,0.1140476672079769
PT324096615,Trial2021,0.1128648211091187,0.07618782847625508
PT423396430,Trial2020,0.153304687673943,0.05264691628776536
PT423620929,Trial2020,0.15428871260022214,0.0951674960477417
PT423621858,Trial2020,0.10904374250270298,0.07055965139112677
PT424513003,Trial2021,0.10216070241477487,0.09160850553695386
PT424986494,Trial2021,0.11655159394613782,0.04621499398782325
PT523085848,Trial2020,0.15560597506324278,0.07434175252120628
PT523583719,Trial2021,0.433026708176858,0.05078910073951367
PT523769910,Trial2020,0.17070709637229137,0.10341768349253752
PT523799875,Trial2020,0.11904869158115981,0.08245500194160509
PT524015264,Trial2021,0.11234199601615781,0.08076947345434797
PT524148448,Trial2021,0.1306096314615311,0.0746013166066324
PT524914685,Trial2021,0.1470525919706807,0.05659130034062206
PT524987172,Trial2021,0.20986379856536813,0.04337557410213725
PT623583704,Trial2020,0.1597611208536519,0.06059635475724005
PT623806020,Trial2021,0.12384787804810751,0.0851749585504585
PT623806044,Trial2021,0.17088750180282003,0.1041443997216712
PT624096609,Trial2021,0.14669511649023556,0.11819477416341737
PT624513002,Trial2021,0.13515721127732522,0.08325312107902945
PT624987181,Trial2021,0.1159005816601616,0.08256406205778305
PT633012794,Trial2021,0.336100751226595,0.018284440123818337
PT633027441,Trial2021,0.1276418750284723,0.0894934220422739
PT723474950,Trial2020,0.16719308298969804,0.049452529409299874
PT723658015,Trial2020,0.1604291331448481,0.057367876675017235
PT723767731,Trial2020,0.13294364449938598,0.06740763886998424
PT723805945,Trial2020,0.18539462990110722,0.0757899757288097
PT724513856,Trial2021,0.1114655838056232,0.08758364994727535
PT733027431,Trial2021,0.12510920993491592,0.08430674858871691
PT823583722,Trial2021,0.16745082300604028,0.10466147534416682
PT824914674,Trial2021,0.10899322455441005,0.08105073588621542
PT923583699,Trial2020,0.16055711702146006,0.07639419812074232
PT923712082,Trial2021,0.14813196484680594,0.06068777487175755
PT923966027,Trial2020,0.14244107037344012,0.03261527458155292
PT924854279,Trial2021,0.13901851572535762,0.1127855658476859
