ind_id,tier_sample,tJX,tW
PT023396456,Trial2020,0.12713645650737035,0.04273436789868342
PT023480600,Trial2020,0.1720460393407434,0.053340518314569284
PT023802667,Trial2020,0.18474670128802312,0.08030703900113463
PT023805915,Trial2020,0.14253963764188562,0.07207448882350222
PT023974753,Trial2020,0.1787910422802031,0.03918419068625116
PT024513869,Trial2021,0.14218729094108834,0.045798516618457887
PT123621789,Trial2020,0.2284014458809947,0.02160665008096735
PT123769875,Trial2020,0.13501052891716142,0.04647850979764266
PT123799896,Trial2020,0.121869556652412,0.07129072067609887
PT124148445,Trial2021,0.15176820135482422,0.02610861059636962
PT124515292,Trial2021,0.11188643959269232,0.056357402760046055
PT133012645,Trial2021,0.13011515047678202,0.07131788014825616
PT223476701,Trial2020,0.19692004553477327,0.027387786304585403
PT223767729,Trial2020,0.15965960691449435,0.04271393197472819
PT223802666,Trial2020,0.1576495509613354,0.06934199667190344
PT224513004,Trial2021,0.11362635771467611,0.06146627735523216
PT224957247,Trial2021,0.14393555099442376,0.08421522913464988
PT323474933,Trial2020,0.15370207022476573,0.09712960912846615
PT324096615,Trial2021,0.11247642214991997,0.05806458162511663
PT423396430,Trial2020,0.15547687096522403,0.034724862491967
PT423620929,Trial2020,0.15568264144084465,0.07802241225197377
PT423621858,Trial2020,0.11041894521824626,0.05308497696037622
PT424513003,Trial2021,0.10299347377639831,0.07371760331494773
PT424986494,Trial2021,0.11846210763605852,0.027395518453934238
PT523085848,Trial2020,0.15698559239118748,0.05651007717100907
PT523583719,Trial2021,0.43439545917776673,0.03201740508341478
PT523769910,Trial2020,0.16986170148807117,0.08645611257977613
PT523799875,Trial2020,0.12145955324761079,0.06498554293890012
PT524015264,Trial2021,0.11193692714478767,0.06261622240967551
PT524148448,Trial2021,0.13233508538810904,0.056139454071490444
PT524914685,Trial2021,0.1489119614039763,0.03772913254291719
PT524987172,Trial2021,0.21165857057888862,0.024699771204528074
PT623583704,Trial2020,0.1613847692750972,0.042918947327879056
PT623806020,Trial2021,0.1234772419610719,0.06723610334813443
PT623806044,Trial2021,0.17112398843831617,0.08642151938391009
PT624096609,Trial2021,0.1464765120768672,0.10093132520912923
PT624513002,Trial2021,0.13401261336280804,0.0652657622787621
PT624987181,Trial2021,0.1158825168949526,0.06465817713011375
PT633012794,Trial2021,0.33763632451535386,0.027639541690812428
PT633027441,Trial2021,0.12623906375604332,0.07140629964626037
PT723474950,Trial2020,0.17206348253684597,0.031133016466103128
PT723658015,Trial2020,0.16318306216794137,0.039265259552459235
PT723767731,Trial2020,0.13436232189401925,0.049673744270582916
PT723805945,Trial2020,0.1902580930794426,0.0582397583259546
PT724513856,Trial2021,0.11076224224061625,0.06954920772373471
PT733027431,Trial2021,0.12434497413814154,0.06622959643639681
PT823583722,Trial2021,0.16619351203206273,0.08703627538620695
PT824914674,Trial2021,0.1096028763550511,0.0628100530713593
PT923583699,Trial2020,0.16326553798370447,0.05871210205268748
PT923712082,Trial2021,0.15047876297231244,0.042006275662827414
PT923966027,Trial2020,0.14255939569299808,0.01572237449135795
PT924854279,Trial2021,0.1390873270057653,0.09510412669595393
