ind_id,tier_sample,tJX,tW
PT023396456,Trial2020,0.1335757390355546,0.04273476294603842
PT023480600,Trial2020,0.15752866922085618,0.05334091401757537
PT023802667,Trial2020,0.20188685573048804,0.08030742252673362
PT023805915,Trial2020,0.1538985022410179,0.07207487176268494
PT023974753,Trial2020,0.16070054179778717,0.0391845321737593
PT024513869,Trial2021,0.14552071643348893,0.045798934980942535
PT123621789,Trial2020,0.20605021644907215,0.0216070564945519
PT123769875,Trial2020,0.14535274158933356,0.04647890248263126
PT123799896,Trial2020,0.13357470086889855,0.07129110887593286
PT124148445,Trial2021,0.18673649381683904,0.02610904234445256
PT124515292,Trial2021,0.1466791956672075,0.056357809520178
PT133012645,Trial2021,0.1563715668719227,0.07131828985814874
PT223476701,Trial2020,0.17597329023156993,0.027388193314816997
PT223767729,Trial2020,0.17482796563101397,0.04271433110668315
PT223802666,Trial2020,0.17155254072675752,0.0693423860515569
PT224513004,Trial2021,0.13109274527209236,0.06146668352098344
PT224957247,Trial2021,0.14745194594614677,0.08421562851767535
PT323474933,Trial2020,0.17196407626359472,0.09712998673940745
PT324096615,Trial2021,0.13187544974678053,0.05806498932339821
PT423396430,Trial2020,0.14697220310554437,0.034725262501342447
PT423620929,Trial2020,0.17453992976821076,0.07802279492161049
PT423621858,Trial2020,0.11538596099200664,0.05308536697757254
PT424513003,Trial2021,0.10337374900580142,0.0737180057905796
PT424986494,Trial2021,0.1431716617055223,0.027395941820885113
PT523085848,Trial2020,0.14235666197970875,0.05651047518385635
PT523583719,Trial2021,0.5194461762525032,0.03201782737800039
PT523769910,Trial2020,0.19649354197585545,0.08645649115175592
PT523799875,Trial2020,0.11879056725950529,0.0649859328537901
PT524015264,Trial2021,0.12409520122918484,0.06261663079001496
PT524148448,Trial2021,0.13413237872970038,0.056139869405451404
PT524914685,Trial2021,0.19112535657311092,0.03772955688489097
PT524987172,Trial2021,0.24172829558782777,0.0247001913276678
PT623583704,Trial2020,0.16986909842204667,0.04291928644651269
PT623806020,Trial2021,0.11574408318116583,0.06723650689788775
PT623806044,Trial2021,0.13884205713123485,0.08642191808435482
PT624096609,Trial2021,0.11892150418514959,0.10093171356339903
PT624513002,Trial2021,0.12032710532032025,0.06526616692028367
PT624987181,Trial2021,0.13112444991269476,0.06465857993320992
PT633012794,Trial2021,0.4055128868595628,0.027639219394056492
PT633027441,Trial2021,0.14972236324028967,0.07140670654520559
PT723474950,Trial2020,0.16476078340204872,0.031133425368289915
PT723658015,Trial2020,0.1525783422905605,0.03926566360930327
PT723767731,Trial2020,0.13578958704879462,0.04967414008621194
PT723805945,Trial2020,0.1861029837467635,0.05824015004040499
PT724513856,Trial2021,0.09947928457494597,0.06954961343224669
PT733027431,Trial2021,0.1135809145435065,0.06623000310442824
PT823583722,Trial2021,0.1305070494521788,0.08703667188406473
PT824914674,Trial2021,0.14382609075224165,0.0628104634240637
PT923583699,Trial2020,0.17733288364498975,0.058712496719833925
PT923712082,Trial2021,0.19083046557998024,0.04200669593453584
PT923966027,Trial2020,0.1321570715482187,0.01572272754143024
PT924854279,Trial2021,0.1178704149125389,0.09510452447174748
